am,country,course,dg_id,dk_id,dk_salary,early_late,fd_id,fd_salary,flag,pga_number,player_name_x,r1_teetime,r2_teetime,r3_teetime,r4_teetime,start_hole,unofficial,yh_id,yh_salary,driving_acc,driving_dist,player_name_y,sg_app,sg_arg,sg_ott,sg_putt,sg_total,event_id,expected_score,standard_deviation,cumulative_score,over_under_par,winning_probability
0,NOR,The Los Angeles Country Club (North Course),18841,28273419,10000,1,91156-101713,11300,NOR,46717,"Hovland, Viktor",8:24 AM,1:54 PM,,,10,0,golf.p.22835,43,0.039,9.89,"Hovland, Viktor",0.779,-0.002,0.849,0.283,1.909,26,70.93498852169091,0.9813056330834671,276.98369449385507,-3.0163055061449313,1.0
0,CAN,The Los Angeles Country Club (North Course),15556,28273500,6700,0,91156-78243,8000,CAN,35506,"Hughes, Mackenzie",2:05 PM,8:35 AM,,,10,0,golf.p.12992,20,-0.039,1.904,"Hughes, Mackenzie",-0.053,0.223,-0.18,0.255,0.245,26,70.99693387575354,0.9991475274845014,291.8204490360641,11.820449036064076,0.0006915860192662215
0,KOR,The Los Angeles Country Club (North Course),17488,28273432,8400,1,91156-78258,9900,KOR,39971,"Im, Sungjae",7:51 AM,1:21 PM,,,1,0,golf.p.21084,38,0.061,1.35,"Im, Sungjae",0.367,0.29,0.512,0.352,1.522,26,70.9841544108807,1.0013102725827836,280.7417062854033,0.7417062854033247,0.9999999999999982
0,USA,The Los Angeles Country Club (North Course),12422,28273433,8300,0,91156-78289,10400,USA,30925,"Johnson, Dustin",1:32 PM,8:02 AM,,,10,0,golf.p.9267,25,-0.008,14.767,"Johnson, Dustin",0.475,0.088,0.49,0.06,1.111,26,71.02865077721918,0.9835263080138713,284.63150355088607,4.631503550886066,0.9999755079653311
0,USA,The Los Angeles Country Club (North Course),17543,28294090,6900,1,91156-78344,7800,USA,39975,"Kim, Michael",6:56 AM,12:26 PM,,,10,0,golf.p.13935,20,-0.01,3.453,"Kim, Michael",0.221,0.069,0.01,0.042,0.343,26,70.97326559725882,0.9985118578810626,290.7831475798836,10.783147579883575,0.015334990662107417
0,KOR,The Los Angeles Country Club (North Course),14609,28273457,7300,1,91156-78346,9100,KOR,37455,"Kim, Si Woo",8:13 AM,1:43 PM,,,10,0,golf.p.13192,31,0.089,-2.355,"Kim, Si Woo",0.603,0.174,0.477,0.031,1.285,26,70.97683703903702,1.005983854677982,282.70753215239006,2.7075321523900584,0.999999997977035
0,KOR,The Los Angeles Country Club (North Course),24766,28273438,7800,0,91156-137069,9300,KOR,55182,"Kim, Tom",1:21 PM,7:51 AM,,,10,0,golf.p.23136,36,0.088,-0.246,"Kim, Tom",0.547,0.04,0.364,0.018,0.969,26,70.9617489830794,0.9524111168825034,285.29426332673887,5.2942633267388715,0.9997649154632723
0,USA,The Los Angeles Country Club (North Course),12423,28273468,7100,0,91156-78355,8700,USA,30926,"Kirk, Chris",1:43 PM,8:13 AM,,,1,0,golf.p.9268,31,0.023,-2.418,"Kirk, Chris",0.259,0.306,0.053,0.123,0.741,26,71.01712058996905,1.003181132241444,287.73021239416266,7.730212394162663,0.8137996838109305
0,USA,The Los Angeles Country Club (North Course),21891,28273490,6800,0,91156-78357,8700,USA,48117,"Kitayama, Kurt",1:21 PM,7:51 AM,,,1,0,golf.p.20654,32,-0.051,10.437,"Kitayama, Kurt",0.332,0.081,-0.047,0.117,0.482,26,70.95942702847194,1.0263956393366793,289.4521078494828,9.452107849482786,0.21017833320076906
0,USA,The Los Angeles Country Club (North Course),16243,28273417,10800,0,91156-78367,11900,USA,36689,"Koepka, Brooks",1:54 PM,8:24 AM,,,1,0,golf.p.12875,44,-0.006,12.275,"Koepka, Brooks",0.568,0.081,0.572,0.238,1.458,26,70.95796076460846,1.011769922783633,281.0495086616834,1.049508661683376,0.9999999999999649
0,USA,The Los Angeles Country Club (North Course),6169,28273479,6900,1,91156-78382,8400,USA,23108,"Kuchar, Matt",8:13 AM,1:43 PM,,,10,0,golf.p.737,28,0.039,-8.445,"Kuchar, Matt",0.039,0.367,-0.127,0.351,0.63,26,70.98526886180649,1.008657697079804,288.41059516464156,8.410595164641563,0.5841804221717962
0,FRA,The Los Angeles Country Club (North Course),16652,28273507,6600,0,91156-78395,7500,FRA,37250,"Langasque, Romain",12:37 PM,7:07 AM,,,10,0,golf.p.20330,30,-0.051,6.222,"Langasque, Romain",-0.18,0.091,0.099,0.09,0.099,26,70.97231781934984,1.0255109613587916,292.85530626242826,12.855306262428257,1.8533754144844927e-05
0,ESP,The Los Angeles Country Club (North Course),9133,28294091,6600,1,91156-78401,8000,ESP,29670,"Larrazabal, Pablo",7:07 AM,12:37 PM,,,1,0,golf.p.9106,24,-0.053,-4.475,"Larrazabal, Pablo",-0.273,0.213,-0.443,0.197,-0.306,26,70.97945463628031,1.0052180732939844,296.40675679399874,16.40675679399874,4.884981308350689e-15
0,RSA,The Los Angeles Country Club (North Course),18105,28273503,6600,0,91156-171571,7300,RSA,45523,"Lawrence, Thriston",12:37 PM,7:07 AM,,,1,0,golf.p.14325,20,0.015,-2.099,"Lawrence, Thriston",-0.243,-0.225,-0.2,-0.126,-0.795,26,70.90695527885607,0.9407129295178437,299.97852749433724,19.978527494337243,0.0
0,USA,The Los Angeles Country Club (North Course),21943,28273524,6400,1,91156-79954,7100,USA,49766,"Lebioda, Hank",6:45 AM,12:15 PM,,,10,0,golf.p.21594,20,-0.005,-0.732,"Lebioda, Hank",-0.205,-0.121,-0.427,-0.06,-0.814,26,70.8926580103002,0.9756653345458012,300.0189536132469,20.01895361324688,0.0
0,KOR,The Los Angeles Country Club (North Course),13497,28273472,7000,1,91156-78419,8500,KOR,32791,"Lee, Kyounghoon",7:51 AM,1:21 PM,,,1,0,golf.p.11563,29,0.02,0.749,"Lee, Kyounghoon",0.245,0.152,0.154,0.131,0.681,26,70.96486519445337,1.0253507710907153,287.78819107870356,7.788191078703562,0.7927940639052479
0,AUS,The Los Angeles Country Club (North Course),16841,28273478,7000,0,91156-151407,8400,AUS,37378,"Lee, Min Woo",1:54 PM,8:24 AM,,,10,0,golf.p.21556,20,-0.047,17.43,"Lee, Min Woo",-0.257,0.249,0.283,0.423,0.698,26,70.88309320180215,1.000263569177248,286.94771310374665,6.947713103746651,0.953217071552045
0,USA,The Los Angeles Country Club (North Course),7960,28273475,7000,0,91156-78451,7900,USA,27129,"List, Luke",12:48 PM,7:18 AM,,,1,0,golf.p.5995,20,-0.038,12.673,"List, Luke",0.532,-0.218,0.661,-0.649,0.326,26,70.91833708064188,0.9870473466075773,290.44850613577364,10.448506135773641,0.03234464486935651
