am,country,course,dg_id,dk_id,dk_salary,early_late,fd_id,fd_salary,flag,pga_number,player_name_x,r1_teetime,r2_teetime,r3_teetime,r4_teetime,start_hole,unofficial,yh_id,yh_salary,driving_acc,driving_dist,player_name_y,sg_app,sg_arg,sg_ott,sg_putt,sg_total,event_id,expected_score,standard_deviation,cumulative_score,over_under_par,winning_probability
0,MEX,The Los Angeles Country Club (North Course),18238,28273452,7400,0,91156-77806,9100,MEX,45526,"Ancer, Abraham",12:48 PM,7:18 AM,,,10,0,golf.p.16893,25,0.09,-2.519,"Ancer, Abraham",-0.136,-0.182,0.205,0.059,-0.054,26,70.96375421544937,1.0267814947006682,283.9090168617975,3.909016861797511,1.3854052959028331
0,USA,The Los Angeles Country Club (North Course),8469,28273514,6500,1,91156-77816,7200,USA,19803,"Armour, Ryan",7:18 AM,12:48 PM,,,10,0,golf.p.3489,20,0.106,-15.959,"Armour, Ryan",-0.097,-0.139,-0.24,-0.282,-0.759,26,71.0089401603331,0.9920549690193771,284.79376064133237,4.793760641332369,1.4481925713791948
0,FRA,The Los Angeles Country Club (North Course),16566,28273526,6400,1,91156-77832,7300,FRA,37212,"Barjon, Paul",8:46 AM,2:16 PM,,,10,0,golf.p.21180,20,-0.009,9.485,"Barjon, Paul",-0.485,-0.471,0.099,-0.209,-1.066,26,70.9608940185406,0.9865730364705116,284.90957607416243,4.90957607416243,1.3814309633600543
0,USA,The Los Angeles Country Club (North Course),13872,28273443,7600,0,91156-77881,9200,USA,33141,"Bradley, Keegan",12:59 PM,7:29 AM,,,10,0,golf.p.10143,35,0.023,4.273,"Bradley, Keegan",0.301,0.157,0.356,0.224,1.038,26,70.95550312089517,1.0455100619070261,282.78401248358074,2.7840124835807387,1.373940143451358
0,USA,The Los Angeles Country Club (North Course),25363,28273483,6900,1,91156-101528,7900,USA,55708,"Buckley, Hayden",7:07 AM,12:37 PM,,,1,0,golf.p.22847,22,0.061,4.96,"Buckley, Hayden",0.153,-0.254,0.562,0.01,0.471,26,70.91456823852707,1.006024759694913,283.18727295410827,3.1872729541082663,1.3170598515275669
0,USA,The Los Angeles Country Club (North Course),19483,28273434,8200,0,91156-77904,9700,USA,47504,"Burns, Sam",1:32 PM,8:02 AM,,,10,0,golf.p.19107,39,-0.02,10.778,"Burns, Sam",0.298,0.093,0.381,0.506,1.279,26,71.0059442286893,0.9788128638714136,282.74577691475724,2.7457769147572435,1.444029631201417
0,USA,The Los Angeles Country Club (North Course),15466,28273418,10300,0,91156-79435,11500,USA,35450,"Cantlay, Patrick",1:43 PM,8:13 AM,,,10,0,golf.p.11704,48,0.054,9.917,"Cantlay, Patrick",0.847,0.235,0.974,0.269,2.326,26,70.96498770694998,0.9874976249954407,281.53495082779995,1.5349508277999462,1.3871192706984485
0,USA,The Los Angeles Country Club (North Course),5665,28273513,6500,1,91156-77951,7500,USA,20229,"Cink, Stewart",8:35 AM,2:05 PM,,,10,0,golf.p.186,20,-0.033,3.822,"Cink, Stewart",-0.109,-0.017,-0.172,-0.134,-0.433,26,70.96335526689293,0.948755526768493,284.28542106757175,4.285421067571747,1.384850944478327
0,USA,The Los Angeles Country Club (North Course),23604,28273446,7500,0,91156-80788,8800,USA,51766,"Clark, Wyndham",1:10 PM,7:40 AM,,,1,0,golf.p.21868,33,-0.042,14.818,"Clark, Wyndham",0.623,0.143,0.196,0.343,1.305,26,70.95195021423223,0.9623464307659162,282.5028008569289,2.5028008569289,1.3690032691652887
0,USA,The Los Angeles Country Club (North Course),21756,28273471,7000,0,91156-151428,8100,USA,47591,"Cole, Eric",12:37 PM,7:07 AM,,,1,0,golf.p.20887,20,-0.04,-1.502,"Cole, Eric",0.189,0.217,-0.017,0.279,0.668,26,71.01103905763644,1.0170951262564387,283.37615623054575,3.376156230545746,1.45110905444756
0,CAN,The Los Angeles Country Club (North Course),17576,28273439,7800,1,91156-77966,9600,CAN,39997,"Conners, Corey",8:02 AM,1:32 PM,,,1,0,golf.p.14036,33,0.059,1.745,"Conners, Corey",0.553,-0.053,0.633,-0.035,1.098,26,71.00456028252727,1.001058384626809,282.9202411301091,2.9202411301091047,1.4421065949753553
0,USA,The Los Angeles Country Club (North Course),14509,28273489,6800,1,91156-77984,8000,USA,34076,"Dahmen, Joel",8:24 AM,1:54 PM,,,1,0,golf.p.11907,21,0.05,-3.95,"Dahmen, Joel",0.111,0.007,0.125,-0.287,-0.045,26,70.97237037533182,1.0251955658163245,283.93348150132726,3.9334815013272646,1.3973777179796505
0,SWE,The Los Angeles Country Club (North Course),14018,28273502,6700,1,91156-77988,7000,SWE,33459,"Dantorp, Jens",7:18 AM,12:48 PM,,,10,0,golf.p.11223,28,0.0,-3.806,"Dantorp, Jens",-0.628,-0.145,-0.253,-0.241,-1.267,26,70.92921192000006,1.0160471848755563,284.98384768000017,4.983847680000167,1.337407702280685
0,AUS,The Los Angeles Country Club (North Course),17786,28273459,7200,0,91156-77994,8500,AUS,45157,"Davis, Cameron",1:21 PM,7:51 AM,,,1,0,golf.p.21332,28,-0.04,11.742,"Davis, Cameron",0.209,0.037,0.509,0.004,0.759,26,70.95765308896897,1.0056271999380437,283.07161235587586,3.071612355875857,1.376927590943318
0,AUS,The Los Angeles Country Club (North Course),9771,28273435,8100,1,91156-77997,10200,AUS,28089,"Day, Jason",8:02 AM,1:32 PM,,,10,0,golf.p.7542,40,0.019,5.415,"Day, Jason",0.417,0.253,0.482,0.322,1.473,26,70.9086333088605,0.9977776777410504,282.160533235442,2.160533235442017,1.3088130822087805
0,USA,The Los Angeles Country Club (North Course),19841,28273442,7600,1,91156-78005,9800,USA,47959,"DeChambeau, Bryson",7:40 AM,1:10 PM,,,10,0,golf.p.19918,22,-0.068,22.293,"DeChambeau, Bryson",0.097,-0.103,0.625,0.167,0.787,26,70.95254340741896,1.0211255692675922,283.0241736296759,3.024173629675886,1.369827529543639
0,COL,The Los Angeles Country Club (North Course),22833,28273515,6500,0,91156-179513,7300,COL,51349,"Echavarria, Nicolas",12:15 PM,6:45 AM,,,10,0,golf.p.21410,20,-0.016,0.322,"Echavarria, Nicolas",-0.35,-0.133,-0.177,0.022,-0.637,26,70.92694043414618,1.0053239306038204,284.34576173658473,4.345761736584734,1.3342514020546892
0,USA,The Los Angeles Country Club (North Course),26653,28273477,7000,0,91156-107345,7800,USA,57362,"Eckroat, Austin",1:10 PM,7:40 AM,,,1,0,golf.p.23295,20,0.05,1.649,"Eckroat, Austin",0.123,-0.112,0.351,0.003,0.365,26,70.89846627782123,0.98861254104645,283.22886511128496,3.2288651112849607,1.2946856764350998
0,USA,The Los Angeles Country Club (North Course),14577,28273463,7200,0,91156-78050,8900,USA,34099,"English, Harris",12:59 PM,7:29 AM,,,1,0,golf.p.11060,28,0.035,-2.574,"English, Harris",0.068,0.244,-0.237,0.351,0.426,26,70.94667177152755,0.9758146595497792,283.3606870861102,3.360687086110204,1.3616687088935566
0,USA,The Los Angeles Country Club (North Course),11676,28273428,8800,0,91156-78078,10300,USA,29725,"Finau, Tony",1:43 PM,8:13 AM,,,10,0,golf.p.8805,42,0.019,8.089,"Finau, Tony",0.84,0.253,0.48,0.119,1.692,26,70.96244805772939,0.979935896633831,282.15779223091755,2.1577922309175506,1.3835903491358454
0,ENG,The Los Angeles Country Club (North Course),9396,28273523,6400,0,91156-78081,7400,ENG,27896,"Fisher, Ross",12:15 PM,6:45 AM,,,10,0,golf.p.7180,20,-0.029,8.879,"Fisher, Ross",0.129,-0.46,0.201,-0.737,-0.866,26,70.95327823056303,0.993030053905279,284.6801129222521,4.6801129222520785,1.3708485891517086
0,ENG,The Los Angeles Country Club (North Course),17646,28273425,9100,0,91156-78083,10500,ENG,40098,"Fitzpatrick, Matthew",1:32 PM,8:02 AM,,,1,0,golf.p.14004,43,0.003,8.346,"Fitzpatrick, Matthew",0.363,0.205,0.491,0.438,1.497,26,70.94247138269743,0.9826970001380583,282.2728855307898,2.272885530789779,1.3558321380027005
0,ENG,The Los Angeles Country Club (North Course),12294,28273437,7900,1,91156-78084,9600,ENG,30911,"Fleetwood, Tommy",7:40 AM,1:10 PM,,,1,0,golf.p.9934,36,0.017,3.968,"Fleetwood, Tommy",0.427,0.258,0.331,0.355,1.372,26,70.96681954195591,1.012033167798623,282.4962781678236,2.4962781678236183,1.389664662400239
0,USA,The Los Angeles Country Club (North Course),12965,28273445,7500,1,91156-78093,9500,USA,32102,"Fowler, Rickie",8:02 AM,1:32 PM,,,10,0,golf.p.9633,32,0.013,6.783,"Fowler, Rickie",0.648,0.265,0.274,0.231,1.419,26,70.96840916083596,1.0120029346099666,282.45563664334384,2.455636643343837,1.391873487263385
0,NZL,The Los Angeles Country Club (North Course),11889,28273465,7100,1,91156-78095,8900,NZL,29936,"Fox, Ryan",8:35 AM,2:05 PM,,,1,0,golf.p.8916,23,-0.089,12.626,"Fox, Ryan",0.301,0.112,0.182,0.153,0.748,26,71.0111052840159,0.9867220975750384,283.29642113606354,3.296421136063543,1.4512010780611335
0,ESP,The Los Angeles Country Club (North Course),5689,28273474,7000,1,91156-78116,8400,ESP,21209,"Garcia, Sergio",7:51 AM,1:21 PM,,,10,0,golf.p.1040,20,0.01,5.4,"Garcia, Sergio",0.123,-0.061,0.442,-0.116,0.389,26,71.00998657873055,0.9652265874780128,283.65194631492216,3.6519463149221565,1.4496466022809127
